Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal;Condiciones de Venta;Equivalente Terapeutico
F-24843/19;TREMECORT CREMA TÓPICA 0,1% (MOMETASONA FUROATO);2019-05-17 00:00:00;ASCEND LABORATORIES S.p.A.;MOMETASONA;;Receta Médica;
B-2765/19;TREMFYA SOLUCIÓN INYECTABLE 100 mg/1 mL (GUSELKUMAB);2019-09-11 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;GUSELKUMAB;;Receta Médica;
B-2362/18;TRESIBA SOLUCIÓN INYECTABLE 100 U/ mL;2013-12-31 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;INSULINA;;Receta Médica;
F-19102/16;TRESUS COMPRIMIDOS RECUBIERTOS 10 mg (ESCITALOPRAM);2011-11-22 00:00:00;NOVARTIS CHILE S.A.;ESCITALOPRAM;;Receta Médica;TRUE
F-9808/21;TREX COMPRIMIDOS RECUBIERTOS 500 mg;1996-02-14 00:00:00;EUROLAB LTDA.;AZITROMICINA;;Receta Médica;TRUE
F-12844/18;TREX FORTE POLVO PARA SUSPENSIÓN ORAL 400 mg/5 mL, CON SOLVENTE;2003-05-26 00:00:00;EUROLAB LTDA.;AZITROMICINA;;Receta Médica;
F-9809/21;TREX POLVO PARA SUSPENSIÓN ORAL 200 mg/5 mL CON SOLVENTE;1996-02-26 00:00:00;EUROLAB LTDA.;AZITROMICINA;;Receta Médica;
F-23189/16;TREXAM LIOFILIZADO PARA SOLUCION INYECTABLE 500 mg (PEMETREXED );2016-11-21 00:00:00;LABORATORIOS RICHMOND CHILE LIMITADA;PERMETREXED;;Receta Médica;TRUE
F-19430/17;TREXANIC IV SOLUCIÓN INYECTABLE 1 g /10 mL;2012-05-18 00:00:00;ETHON PHARMACEUTICALS S.p.A.;ACIDO TRANEXAMICO;;Receta Médica;TRUE
F-23070/21;TREXXIA COMPRIMIDOS RECUBIERTOS 120 mg (ETORICOXIB);2016-09-14 00:00:00;SYNTHON CHILE LTDA.;ETORICOXIB;;Receta Médica;TRUE
F-23127/21;TREXXIA COMPRIMIDOS RECUBIERTOS 30 mg (ETORICOXIB);2016-10-12 00:00:00;SYNTHON CHILE LTDA.;ETORICOXIB;;Receta Médica;TRUE
F-23126/21;TREXXIA COMPRIMIDOS RECUBIERTOS 60 mg (ETORICOXIB);2016-10-12 00:00:00;SYNTHON CHILE LTDA.;ETORICOXIB;;Receta Médica;TRUE
F-23346/17;TREXXIA COMPRIMIDOS RECUBIERTOS 90 mg (ETORICOXIB);2017-02-10 00:00:00;SYNTHON CHILE LTDA.;ETORICOXIB;;Receta Médica;TRUE
F-21713/20;TRI-LUMA CREMA TOPICA;2015-02-20 00:00:00;GALDERMA CHILE LABORATORIOS LTDA.;FLUOCINOLONA ACETONIDO//HIDROQUINONA//TRETINOINA;;Receta Médica;
F-12862/18;TRI-LUMA CREMA TÓPICA;2003-05-26 00:00:00;GALDERMA CHILE LABORATORIOS LTDA.;FLUOCINOLONA ACETONIDO//HIDROQUINONA//TRETINOINA;;Receta Médica;
F-8194/21;TRIBESONA CREMA;1993-05-04 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;CLOTRIMAZOL//DEXAMETASONA;;Receta Médica;
F-23404/17;TRIBOX COMPRIMIDOS 30 mg (TROSPIO CLORURO);2017-04-04 00:00:00;OPKO CHILE S.A.;TROSPIO CLORURO;;Receta Médica;
F-18057/20;TRICOLON COMPUESTO SOLUCIÓN PARA GOTAS ORALES;2010-05-28 00:00:00;EUROFARMA CHILE S.A.;METAMIZOL MAGNESICO//PARGEVERINA;;Receta Médica;
F-17629/19;TRICOLON SIMPLE SOLUCIÓN PARA GOTAS ORALES 5 mg/mL;2009-06-26 00:00:00;EUROFARMA CHILE S.A.;PARGEVERINA;;Receta Médica;
F-26074/21;TRICOLON SIMPLE SOLUCIÓN PARA GOTAS ORALES 5 mg/mL (PARGEVERINA CLORHIDRATO);2021-04-06 00:00:00;EUROFARMA CHILE S.A.;PARGEVERINA;;Receta Médica;TRUE
F-23277/16;TRICOPLUS COMPRIMIDOS RECUBIERTOS 1 mg;2016-12-28 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;FINASTERIDA;;Receta Médica;TRUE
F-15268/20;TRICOXANE LOCIÓN CAPILAR 5% (MINOXIDIL);2005-12-12 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;MINOXIDIL;;Receta Médica;
F-16783/18;TRICOXANE LOCIÓN TÓPICA 2%;2008-04-15 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;MINOXIDIL;;Receta Médica;
F-23871/18;TRICUS COMPRIMIDOS RECUBIERTOS;2018-06-18 00:00:00;LABORATORIO CHILE S.A.;EFAVIRENZ//EMTRICITABINA//TENOFOVIR;;Receta Médica;TRUE
F-25443/20;TRIFERIC SOLUCIÓN PARA HEMODIÁLISIS 27,2 mg/5 mL (CITRATO DE PIROFOSFATO FÉRRICO);2020-05-25 00:00:00;COMERCIALIZADORA BIO RENAL S.p.A.;CITRATO DE PIROFOSFATO FÉRRICO - (NUEVO);;Receta Médica;
F-18444/20;TRIGILAB 100 COMPRIMIDOS 100 mg (LAMOTRIGINA);2010-12-14 00:00:00;INTERPHARMA S.A.;LAMOTRIGINA;;Receta Médica;TRUE
F-18443/20;TRIGILAB 50 COMPRIMIDOS 50 mg;2010-12-14 00:00:00;INTERPHARMA S.A.;LAMOTRIGINA;;Receta Médica;TRUE
F-23222/16;TRIGILAB COMPRIMIDOS 200 mg (LAMOTRIGINA);2016-12-01 00:00:00;INTERPHARMA S.A.;LAMOTRIGINA;;Receta Médica;TRUE
F-23623/17;TRIHEXIFENIDILO CLORHIDRATO COMPRIMIDOS 2 mg;2017-10-24 00:00:00;VESALIUS PHARMA S.A.;TRIHEXIFENIDILO;;Receta Médica;
F-7586/21;TRIHEXIFENIDILO CLORHIDRATO COMPRIMIDOS 2 mg;2001-04-19 00:00:00;BPH S.A.;TRIHEXIFENIDILO;;Receta Médica;
F-9634/16;TRILEPTAL COMPRIMIDOS RECUBIERTOS 300 mg;1996-11-21 00:00:00;NOVARTIS CHILE S.A.;OXCARBAZEPINA;;Receta Médica;
F-9635/16;TRILEPTAL COMPRIMIDOS RECUBIERTOS 600 mg;1996-11-21 00:00:00;NOVARTIS CHILE S.A.;OXCARBAZEPINA;;Receta Médica;
F-15097/20;TRILEPTAL SUSPENSIÓN ORAL 60 mg/mL;2005-09-01 00:00:00;NOVARTIS CHILE S.A.;Oxcarbazepina;;Receta Médica;
F-21750/20;TRILIPIX CÁPSULAS CON COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO DE LIBERACIÓN PROLONGADA 135 mg (FENOFIBRATO DE COLINA);2015-03-13 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;FENOFIBRATO;;Receta Médica;
F-625/18;TRIM COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 300 mg;1998-06-19 00:00:00;LABORATORIOS SAVAL S.A.;TRIMEBUTINA;;Receta Médica;
F-6578/20;TRIMEBUTINA MALEATO COMPRIMIDOS 100 mg;1989-12-26 00:00:00;LABORATORIOS ANDRÓMACO S.A.;TRIMEBUTINA;;Receta Médica;TRUE
F-12361/17;TRIMEBUTINO MALEATO COMPRIMIDOS 100 mg.;2002-09-16 00:00:00;MINTLAB Co. S.A.;TRIMEBUTINA;;Receta Médica;TRUE
F-21862/20;TRINOMIA 100 / 20/ 2,5 CÁPSULAS CON COMPRIMIDOS RECUBIERTOS;2015-05-18 00:00:00;FERRER CHILE S.A.;ACIDO ACETILSALICILICO//ATORVASTATINA//RAMIPRIL;;Receta Médica;
F-21864/20;TRINOMIA 100/20/10 CÁPSULAS CON COMPRIMIDOS RECUBIERTOS;2015-05-18 00:00:00;FERRER CHILE S.A.;ACIDO ACETILSALICILICO//ATORVASTATINA//RAMIPRIL;;Receta Médica;
F-21863/20;TRINOMIA 100/20/5 CÁPSULAS CON COMPRIMIDOS RECUBIERTOS;2015-05-18 00:00:00;FERRER CHILE S.A.;ACIDO ACETILSALICILICO//ATORVASTATINA//RAMIPRIL;;Receta Médica;
F-18901/21;TRIO VAL- F COMPRIMIDOS RECUBIERTOS;2011-09-24 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//FENILEFRINA//PARACETAMOL;;Receta Médica;
F-18902/21;TRIO VAL- F DÍA Y NOCHE COMPRIMIDOS RECUBIERTOS;2011-09-24 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//FENILEFRINA//PARACETAMOL;;Receta Médica;
F-14912/20;TRIOFENO COMPRIMIDOS RECUBIERTOS;2005-07-18 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-5551/20;TRIOVAL COMPRIMIDOS RECUBIERTOS;1989-08-14 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;
F-68/17;TRIOVAL DÍA/NOCHE COMPRIMIDOS RECUBIERTOS;1997-09-08 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;
F-16662/18;TRIOVAL DÍA/NOCHE POLVO PARA SOLUCIÓN ORAL EN SOBRES;2008-01-14 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;TRUE
F-18903/21;TRIOVAL F SUSPENSIÓN ORAL;2011-09-24 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//FENILEFRINA//PARACETAMOL;;Receta Médica;
F-18904/21;TRIOVAL F SUSPENSIÓN ORAL PARA GOTAS;2011-10-01 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//FENILEFRINA//PARACETAMOL;;Receta Médica;
F-5552/20;TRIOVAL SUSPENSIÓN ORAL;1989-08-14 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;
F-5550/20;TRIOVAL SUSPENSIÓN ORAL PARA GOTAS;1989-09-06 00:00:00;LABORATORIOS SAVAL S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;
F-10175/16;TRIOX N.F. FORTE COMPRIMIDOS RECUBIERTOS 550 mg;2001-12-31 00:00:00;LABORATORIOS ANDRÓMACO S.A.;NAPROXENO;;Receta Médica;TRUE
F-23452/17;TRIÓXIDO DE ARSÉNICO SOLUCIÓN INYECTABLE 10 mg/ 10 mL;2017-05-15 00:00:00;SEVEN PHARMA CHILE S.p.A.;ARSENICO OXIDO;;Receta Médica;
F-23487/17;TRIPLENEX SOLUCIÓN OFTÁLMICA;2017-07-03 00:00:00;ALLERGAN LABORATORIOS LTDA.;BIMATOPROST//BRIMONIDINA//TIMOLOL;;Receta Médica;
F-25576/20;TRISK LIOFILIZADO PARA SOLUCIÓN INYECTABLE 500 mg (DAPTOMICINA);2020-07-21 00:00:00;EUROFARMA CHILE S.A.;DAPTOMICINA;;Receta Médica;TRUE
B-2373/19;TRITOPIC SOLUCIÓN OFTÁLMICA;2014-02-10 00:00:00;OPKO CHILE S.A.;GRAMICIDINA//NEOMICINA//POLIMIXINA B;;Receta Médica;
F-7860/21;TRITTICO A.C. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 150 mg (TRAZODONA);2001-06-20 00:00:00;LABORATORIO CHILE S.A.;TRAZODONA;;Receta Médica;
F-2282/19;TRITTICO CÁPSULAS 25 mg;1977-03-14 00:00:00;LABORATORIO CHILE S.A.;TRAZODONA;;Receta Médica;
F-4034/20;TRITTICO COMPRIMIDOS RECUBIERTOS 100 mg;1982-07-19 00:00:00;LABORATORIO CHILE S.A.;TRAZODONA;;Receta Médica;
F-21479/19;TRIUMEQ COMPRIMIDOS RECUBIERTOS (ABACAVIR/DOLUTEGRAVIR/LAMIVUDINA);2014-10-23 00:00:00;GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.;ABACAVIR//DOLUTEGRAVIR//LAMIVUDINA;;Receta Médica;
F-23966/18;TRIVENZ COMPRIMIDOS RECUBIERTOS (EFAVIRENZ, TENOFOVIR DISOPROXIL FUMARATO/EMTRICITABINA);2018-07-24 00:00:00;LABORATORIOS RICHMOND CHILE LIMITADA;EFAVIRENZ//EMTRICITABINA//TENOFOVIR;;Receta Médica;TRUE
F-25254/20;TRIZOL 100 COMPRIMIDOS 100 mg (LAMOTRIGINA);2020-01-28 00:00:00;MEGALABS CHILE S.A.;LAMOTRIGINA;;Receta Médica;TRUE
F-16051/17;TRIZOL COMPRIMIDOS DISPERSABLES MASTICABLES 200 mg;2007-05-09 00:00:00;MEGALABS CHILE S.A.;LAMOTRIGINA;;Receta Médica;
F-26081/21;TROMBEX COMPRIMIDOS RECUBIERTOS 10 mg (RIVAROXABÁN);2021-04-12 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;RIVAROXABAN;;Receta Médica;TRUE
F-26096/21;TROMBEX COMPRIMIDOS RECUBIERTOS 15 mg (RIVAROXABÁN);2021-04-19 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;RIVAROXABAN;;Receta Médica;TRUE
F-26082/21;TROMBEX COMPRIMIDOS RECUBIERTOS 20 mg (RIVAROXABÁN);2021-04-15 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;RIVAROXABAN;;Receta Médica;TRUE
F-14940/20;TRONSALAN COMPRIMIDOS 25 mg;2005-07-22 00:00:00;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;TRAZODONA;;Receta Médica;
F-13234/18;TRONSALAN COMPRIMIDOS RECUBIERTOS 100 mg;2003-11-03 00:00:00;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;TRAZODONA;;Receta Médica;
F-22314/20;TROPICAMIDA SOLUCIÓN OFTÁLMICA 1%;2015-11-25 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;TROPICAMIDA;;Receta Médica;
F-4035/20;TROXXIL COMPRIMIDOS RECUBIERTOS 1 g;1992-08-18 00:00:00;LABORATORIO CHILE S.A.;TINIDAZOL;;Receta Médica;
F-25603/20;TROZOLET COMPRIMIDOS 1 mg (ANASTRAZOL);2020-07-29 00:00:00;TECNOFARMA S.A.;ANASTROZOL;;Receta Médica;TRUE
F-844/18;TROZOLET COMPRIMIDOS RECUBIERTOS 1 mg;1998-10-30 00:00:00;TECNOFARMA S.A.;ANASTROZOL;;Receta Médica;
F-11656/21;TRU SOLUCIÓN PARA GOTAS ÓTICAS;1995-03-06 00:00:00;LABORATORIO PASTEUR S.A.;LIDOCAINA//SULFATIAZOL;;Receta Médica;
B-2605/21;TRULICITY RECOMBINANTE SOLUCIÓN INYECTABLE 0,75 mg/ 0,5 mL (DULAGLUTIDA) DNA RECOMBINANTE);2016-04-01 00:00:00;ELI LILLY INTERAMERICA INC. Y CIA. LTDA.;DULAGLUTIDA;;Receta Médica;
B-2604/21;TRULICITY RECOMBINANTE SOLUCIÓN INYECTABLE 1,5 mg/0,5 mL (DULAGLUTIDA);2016-04-01 00:00:00;ELI LILLY INTERAMERICA INC. Y CIA. LTDA.;DULAGLUTIDA;;Receta Médica;
B-2685/18;TRUMENBA SUSPENSIÓN INYECTABLE (VACUNA MENINGOCOCICA RECOMBINANT£, ADSORBIDA (GRUPO B));2018-01-19 00:00:00;PFIZER CHILE S.A.;;;Receta Médica;
F-79/17;TRUSOPT SOLUCIÓN OFTÁLMICA 2%;1997-06-25 00:00:00;ALPES CHEMIE S.A.;DORZOLAMIDA;;Receta Médica;
F-16396/17;TRUVADA COMPRIMIDOS RECUBIERTOS;2007-10-23 00:00:00;GADOR LTDA.;EMTRICITABINA//TENOFOVIR;;Receta Médica;
F-21601/19;TRUVADA COMPRIMIDOS RECUBIERTOS;2014-12-11 00:00:00;GADOR LTDA.;EMTRICITABINA//TENOFOVIR;;Receta Médica;
B-2748/19;TRUXIMA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN 100 mg/10 mL (Rituximab);2019-02-21 00:00:00;LABORATORIOS SAVAL S.A.;RITUXIMAB;;Receta Médica;
B-2749/19;TRUXIMA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN 500 mg/50mL (Rituximab);2019-02-21 00:00:00;LABORATORIOS SAVAL S.A.;RITUXIMAB;;Receta Médica;
B-2814/20;TUBERBUT SOLUCIÓN PARA NEBULIZACION 300 mg/5 mL (TOBRAMICINA);2015-05-26 00:00:00;LABORATORIO LKM CHILE S.p.A.;TOBRAMICINA;;Receta Médica;
F-9930/21;TULOX JARABE 28 mg/5 mL;1997-01-21 00:00:00;MINTLAB Co. S.A.;OXOLAMINA;;Receta Médica;
F-9931/21;TULOX JARABE 50 mg/5 mL;1997-01-21 00:00:00;MINTLAB Co. S.A.;OXOLAMINA;;Receta Médica;
F-22957/21;TUNTA COMPRIMIDOS RECUBIERTOS 300 mg (PROPAFENONA);2016-08-05 00:00:00;EUROFARMA CHILE S.A.;PROPAFENONA;;Receta Médica;TRUE
F-7744/21;TURBOVIT GRAGEAS;1991-05-15 00:00:00;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;ACIDO ASCORBICO//ACIDO FOLICO//BIOTINA//CALCIO FOSFATO//CALCIO PANTOTENATO//CIANOCOBALAMINA//COBRE SULFATO//COLECALCIFEROL//HIERRO SULFATO//MAGNESIO OXIDO//MANGANESO SULFATO//NICOTINAMIDA//PIRIDOXINA//POTASIO CLORURO//POTASIO IODURO//RETINOL//RIBOFLAVINA//SODIO MOLIBDATO//TIAMINA//TOCOFEROL//ZINC SULFATO;;Receta Médica;
F-7734/21;TURBOVIT JARABE PEDIÁTRICO;1990-04-25 00:00:00;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;ACIDO ASCORBICO//BIOTINA//CIANOCOBALAMINA//ERGOCALCIFEROL//NICOTINAMIDA//PANTENOL//PIRIDOXINA//RETINOL//RIBOFLAVINA//TIAMINA//TOCOFEROL;;Receta Médica;
F-7016/20;TUSIGEN JARABE ANTITUSIVO;1988-12-13 00:00:00;LABORATORIO BAGÓ DE CHILE S.A.;CLORFENAMINA//CODEINA//PSEUDOEFEDRINA;Estupefaciente;Receta Médica;TRUE
B-2635/21;TWINRIX VACUNA RECOMBINANTE, COMBINADA ANTIHEPATITIS A y B SUSPENSIÓN INYECTABLE;2016-07-13 00:00:00;GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.;;;Receta Médica;
F-21176/19;TYGACIL LIOFILIZADO PARA SOLUCIÓN INYECTABLE 50 mg;2014-06-17 00:00:00;LABORATORIOS WYETH LLC.;TIGECICLINA;;Receta Médica;
F-19792/18;TYKERB COMPRIMIDOS RECUBIERTOS 250 mg (LAPATINIB);2013-03-04 00:00:00;NOVARTIS CHILE S.A.;LAPATINIB;;Receta Médica;
B-2258/17;TYPBAR VACUNA ANTITIFOIDEA SOLUCIÓN INYECTABLE 25 mcg (POLISACARIDO CAPSULAR VI PURIFICADO DE SALMONELLA TYPHI TY2);2012-06-28 00:00:00;LABORATORIO BIOSANO S.A.;;;Receta Médica;
B-1302/21;TYPHIM VI VACUNA ANTI-TIFOIDEA SOLUCIÓN INYECTABLE 0,025 mg;1990-03-20 00:00:00;SANOFI PASTEUR S.A.;Salmonella Typhi;;Receta Médica;
B-2178/21;TYSABRI SOLUCIÓN INYECTABLE PARA INFUSIÓN INTRAVENOSA 300 mg/15 mL;2011-05-04 00:00:00;BIOGEN CHILE S.p.A.;NATALIZUMAB;;Receta Médica;
H-1148/19;UBICHINON COMPOSITUM SOLUCIÓN INYECTABLE;2009-07-17 00:00:00;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;;Receta Médica;
F-340/17;ULCIZOLE CÁPSULAS CON MICROGRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg;1998-01-29 00:00:00;EUROFARMA CHILE S.A.;OMEPRAZOL;;Receta Médica;
F-24689/19;ULIPRISTAL ACETATO COMPRIMIDOS 5 mg;2019-03-05 00:00:00;GEDEON RICHTER CHILE SPA;ULIPRISTAL;;Receta Médica;
F-25355/20;Ultibro Breezhaler 110/50 polvo para inhalación en cápsulas;2020-03-31 00:00:00;NOVARTIS CHILE S.A.;GLICOPIRRONIO BROMURO//INDACATEROL;;Receta Médica;
B-2910/21;ULTOMIRIS solución concentrada para solución para perfusión 300 mg/ 30 mL (ravulizumab);2021-10-01 00:00:00;TECNOFARMA S.A.;(ravulizumab);;Receta Médica;
F-20449/18;ULTRAVIST 300 SOLUCIÓN 300 mg de I/mL;2013-10-16 00:00:00;BAYER S.A.;IOPROMIDA;;Receta Médica;
F-20450/18;ULTRAVIST 370 SOLUCIÓN INYECTABLE 370 mg de I/mL;2013-10-16 00:00:00;BAYER S.A.;IOPROMIDA;;Receta Médica;
F-9932/21;ULTRIMIN COMPRIMIDOS RECUBIERTOS;1997-01-08 00:00:00;MINTLAB Co. S.A.;"Ergotamina Tartrato;Metamizol Sódico Monohidrato;Clorfenamina Maleato;Cafeína Anhidra";;Receta Médica;
F-4436/20;UNASYN POLVO PARA SOLUCIÓN INYECTABLE 500 mg/1000 mg;1988-03-31 00:00:00;PFIZER CHILE S.A.;AMPICILINA//SULBACTAM;;Receta Médica;
F-4437/20;UNASYNA COMPRIMIDOS RECUBIERTOS 375 mg;1988-10-17 00:00:00;PFIZER CHILE S.A.;SULTAMICILINA;;Receta Médica;
F-12816/18;UNDERAN UNGÜENTO DÉRMICO 2%;1998-01-29 00:00:00;EUROLAB LTDA.;MUPIROCINA;;Receta Médica;
F-13363/18;UNDERAN UNGÜENTO NASAL 2%;2003-12-16 00:00:00;EUROLAB LTDA.;MUPIROCINA;;Receta Médica;
B-2512/20;UPLYSO DNA-RECOMBINANTE LIOFILIZADO PARA PERFUSIÓN 200 UI (TALIGLUCERASA ALFA);2015-06-03 00:00:00;PFIZER CHILE S.A.;TALIGLUCERASA ALFA;;Receta Médica;
F-24818/19;UPTRAVI COMPRIMIDOS RECUBIERTOS 1000 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24820/19;UPTRAVI COMPRIMIDOS RECUBIERTOS 1400 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24821/19;UPTRAVI COMPRIMIDOS RECUBIERTOS 1600 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24814/19;UPTRAVI COMPRIMIDOS RECUBIERTOS 200 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24817/19;UPTRAVI COMPRIMIDOS RECUBIERTOS 800 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24815/19;UPTRAVI COMPRIMIDOS RECUBIERTOS400 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24819/19;UPTRAVI COMPRIMIDOS RECUBIERTOSs 1200 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-24816/19;UPTRAVICOMPRIMIDOS RECUBIERTOS 600 mcg;2019-06-19 00:00:00;JOHNSON & JOHNSON DE CHILE S.A.;SELEXIPAG ;;Receta Médica;
F-10373/21;URAZOL COMPRIMIDOS 5 mg;1991-05-20 00:00:00;TECNOFARMA S.A.;OXIBUTININA;;Receta Médica;
F-12679/17;URAZOL CR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 10 mg;2002-12-30 00:00:00;TECNOFARMA S.A.;OXIBUTININA;;Receta Médica;
F-4036/20;UREN COMPRIMIDOS;1981-07-27 00:00:00;LABORATORIO CHILE S.A.;HIDROCLOROTIAZIDA//TRIAMTERENO;;Receta Médica;
F-8681/21;URICONT COMPRIMIDOS 5 mg (OXIBUTININA);1993-09-27 00:00:00;SYNTHON CHILE LTDA.;OXIBUTININA;;Receta Médica;
F-12445/17;URICONT JARABE 5 mg/5 mL (OXIBUTININA);2002-10-17 00:00:00;SYNTHON CHILE LTDA.;OXIBUTININA;;Receta Médica;TRUE
F-20194/18;URICONT T.U. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 10 mg (OXIBUTININA);2013-08-06 00:00:00;SYNTHON CHILE LTDA.;OXIBUTININA;;Receta Médica;
F-20195/18;URICONT T.U. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 15 mg;2013-08-06 00:00:00;SYNTHON CHILE LTDA.;OXIBUTININA;;Receta Médica;
F-17175/18;URODIAL COMPRIMIDOS 200 mg;2008-10-30 00:00:00;LABORATORIO BAGÓ DE CHILE S.A.;FLAVOXATO;;Receta Médica;
F-3060/20;UROMITEXAN COMPRIMIDOS RECUBIERTOS 400 mg (MESNA);2000-03-20 00:00:00;INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA.;MESNA;;Receta Médica;
F-5951/20;UROMITEXAN SOLUCIÓN INYECTABLE 400 mg/4 mL;1982-02-26 00:00:00;INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA.;MESNA;;Receta Médica;
F-25284/20;UROPLUS GRÁNULOS PARA SOLUCIÓN ORAL 3 g (FOSFOMICINA);2020-02-05 00:00:00;EXELTIS CHILE S.p.A.;FOSFOMICINA;;Receta Médica;
F-20129/18;UROSTOP COMPRIMIDOS RECUBIERTOS 2 mg;2013-07-16 00:00:00;SYNTHON CHILE LTDA.;TOLTERODINA;;Receta Médica;TRUE
F-19768/18;URSILAN CÁPSULAS 250 mg;2013-02-20 00:00:00;REPRESENTACIONES ENCIPHARM LTDA.;ACIDO URSODEOXICOLICO;;Receta Médica;
F-9445/21;URSOFALK CÁPSULAS 250 mg (ÁCIDO URSODEOXICÓLICO);1993-07-08 00:00:00;LABORATORIO BIOTOSCANA FARMA S.p.A.;ACIDO URSODEOXICOLICO;;Receta Médica;
F-26414/21;URSOFALK COMPRIMIDOS RECUBIERTOS 500 mg;2021-09-27 00:00:00;LABORATORIO BIOTOSCANA FARMA SpA;ACIDO URSODEOXICOLICO;;Receta Médica;
F-20106/18;URSOFALK COMPRIMIDOS RECUBIERTOS 500 mg;2013-07-09 00:00:00;LABORATORIO BIOTOSCANA FARMA S.p.A.;ACIDO URSODEOXICOLICO;;Receta Médica;
F-15413/21;URSOFALK SUSPENSIÓN ORAL 250 mg/5 mL;2006-02-10 00:00:00;LABORATORIO BIOTOSCANA FARMA S.p.A.;ACIDO URSODEOXICOLICO;;Receta Médica;
F-25762/20;URSOSAN FORTE COMPRIMIDOS RECUBIERTOS 500 mg (ACIDO URSODEOXICOLICO);2020-11-05 00:00:00;E - MONTT COMMERCE S.A.;ACIDO URSODEOXICOLICO;;Receta Médica;TRUE
F-17473/19;USENTA COMPRIMIDOS RECUBIERTOS 125 mg;2009-04-26 00:00:00;TECNOFARMA S.A.;BOSENTAN;;Receta Médica;
F-18359/20;VACIDOX CREMA VAGINAL 0,1%;2010-11-11 00:00:00;LABORATORIOS RECALCINE S.A.;ESTRIOL;;Receta Médica;
F-16128/17;VACIDOX CREMA VAGINAL 0,1%.;2007-06-15 00:00:00;LABORATORIOS RECALCINE S.A.;ESTRIOL;;Receta Médica;
F-14834/20;VACIDOX ÓVULOS 0,5 mg;2005-06-16 00:00:00;LABORATORIOS RECALCINE S.A.;ESTRIOL;;Receta Médica;
